 Item ID  |  Item Name
  2AA4    |   Creepy Skeleton
  2AA5    |   Creepy Cauldron
  2AA6    |   Creepy Bat Stone
  2AA7    |   Creepy Stone
  2AA8    |   Creepy Coffin
  2AA9    |   Creepy Crystal
  2AAA    |   Creepy Clock
  2AAB    |   Creepy Statue
  2AAC    |   Pawn
  2AAD    |   Bishop
  2AAE    |   King
  2AAF    |   Knight
  2AB0    |   Queen
  2AB1    |   Rook
  2AB2    |   Right Platform
  2AB3    |   Left Platform
  2AB4    |   Podium
  2AB5    |   Teacher's Desk
  2AB6    |   Teacher's Chair
  2AB7    |   School Desk
  2AB8    |   School Chair
  2AB9    |   Cubbyhole
  2ABA    |   Chalkboard
  2ABB    |   Mop
  2ABC    |   Skeleton
  2ABD    |   Anatomical Model
  2ABE    |   Clear Model
  2ABF    |   Hamster Cage
  2AC0    |   Science Table
  2AC1    |   Vaulting Horse
  2AC2    |   Ball Catcher
  2AC3    |   High-Jump Mat
  2AC4    |   Hurdle
  2AC5    |   Scoreboard
  2AC6    |   Folding Chair
  2AC7    |   Vision Tester
  2AC8    |   Trunk Measure
  2AC9    |   Stadiometer
  2ACA    |   Scale
  2ACB    |   Hospital Bed
  2ACC    |   Hospital Screen
  2ACD    |   IV Drip
  2ACE    |   Washbasin
  2ACF    |   Writing Desk
  2AD0    |   Writing Chair
  2AD1    |   Globe
  2AD2    |   Office Desk
  2AD3    |   Office Chair
  2AD4    |   Office Locker
  2AD5    |   Coffeemaker
  2AD6    |   Checkout Counter
  2AD7    |   Cash Register
  2AD8    |   Jukebox
  2AD9    |   Siphon
  2ADA    |   Giant Dharma
  2ADB    |   Dharma
  2ADC    |   Mini Dharma
  2ADD    |   Papa Bear
  2ADE    |   Mama Bear
  2ADF    |   Baby Bear
  2AE0    |   Mama Polar Bear
  2AE1    |   Papa Panda
  2AE2    |   Mama Panda
  2AE3    |   Baby Panda
  2AE4    |   Tall Cactus
  2AE5    |   Cactus
  2AE6    |   Round Cactus
  2AE7    |   Golf Bag
  2AE8    |   Simple Armchair
  2AE9    |   Simple Love Seat
  2AEA    |   Bear Pole
  2AEB    |   Eagle Pole
  2AEC    |   Frog-Woman Pole
  2AED    |   Raven Pole
  2AEE    |   Lava Lamp
  2AEF    |   Tea Table
  2AF0    |   Hearth
  2AF1    |   Screen
  2AF2    |   Hibachi
  2AF3    |   Tea Tansu
  2AF4    |   Paper Lantern
  2AF5    |   Paper Wall Lamp
  2AF6    |   Paulownia Closet
  2AF7    |   Stair Dresser
  2AF8    |   Low Screen
  2AF9    |   Paper Tiger
  2AFA    |   Lucky Frog
  2AFB    |   Sword
  2AFC    |   Bow
  2AFD    |   Samurai Suit
  2AFE    |   Black Katana
  2AFF    |   White Katana
  2B00    |   Ninja Sword
  2B01    |   Deer Scare
  2B02    |   Tall Lantern
  2B03    |   Spa Chair
  2B04    |   Bath Mat
  2B05    |   Bucket
  2B06    |   Bathtub
  2B07    |   Milk Case
  2B08    |   Ice-Cream Case
  2B09    |   Wash Station
  2B0A    |   Tea Vase
  2B0B    |   Red Vase
  2B0C    |   Blue Vase
  2B0D    |   Lucky Cat
  2B0E    |   Lefty Lucky Cat
  2B0F    |   Lucky Black Cat
  2B10    |   Lucky Gold Cat
  2B11    |   Grapefruit Table
  2B12    |   Lemon Table
  2B13    |   Tangerine Chair
  2B14    |   Kiwi Stool
  2B15    |   Pear Wardrobe
  2B16    |   Pear Dresser
  2B17    |   Watermelon Chair
  2B18    |   Watermelon Table
  2B19    |   Juicy-Apple TV
  2B1A    |   Juicy-Apple Clock
  2B1B    |   Lily-Pad Table
  2B1C    |   Froggy Chair
  2B1D    |   Pine Chair
  2B1E    |   Pine Table
  2B1F    |   Flower Chair
  2B20    |   Flower Table
  2B21    |   Ponderosa Bonsai
  2B22    |   Pine Bonsai
  2B23    |   Mugho Bonsai
  2B24    |   Plum Bonsai
  2B25    |   Holly Bonsai
  2B26    |   Azalea Bonsai
  2B27    |   Maple Bonsai
  2B28    |   Hawthorn Bonsai
  2B29    |   Quince Bonsai
  2B2A    |   Jasmine Bonsai
  2B2B    |   Pothos
  2B2C    |   Coconut Palm
  2B2D    |   Pachira
  2B2E    |   Caladium
  2B2F    |   Croton
  2B30    |   Dracaena
  2B31    |   Lady Palm
  2B32    |   Aloe
  2B33    |   Rubber Tree
  2B34    |   Snake Plant
  2B35    |   Fan Palm
  2B36    |   Corn Plant
  2B37    |   Bromeliaceae
  2B38    |   Weeping Fig
  2B39    |   Conga Drum
  2B3A    |   Djimbe Drum
  2B3B    |   Timpano Drum
  2B3C    |   Violin
  2B3D    |   Cello
  2B3E    |   Bass
  2B3F    |   Folk Guitar
  2B40    |   Country Guitar
  2B41    |   Rock Guitar
  2B42    |   Electric Guitar
  2B43    |   Ukulele
  2B44    |   Ebony Piano
  2B45    |   Upright Piano
  2B46    |   Taiko Drum
  2B47    |   Vibraphone
  2B48    |   Biwa Lute
  2B49    |   Harp
  2B4A    |   Metronome
  2B4B    |   Trash Can
  2B4C    |   Garbage Pail
  2B4D    |   Garbage Can
  2B4E    |   Trash Bin
  2B4F    |   Pantheon Post
  2B50    |   Ionian Post
  2B51    |   Corinthian Post
  2B52    |   Broken Post
  2B53    |   Pyramid
  2B54    |   Sphinx
  2B55    |   Mummy's Casket
  2B56    |   Jomon Pottery
  2B57    |   Tennis Table
  2B58    |   Bowling Pins
  2B59    |   Ball Return
  2B5A    |   Basketball Hoop
  2B5B    |   Billiard Table
  2B5C    |   Mahjong Table
  2B5D    |   Dartboard
  2B5E    |   Pinball Machine
  2B5F    |   Arcade Machine
  2B60    |   Tabletop Game
  2B61    |   Stool
  2B62    |   Shogi Board
  2B63    |   Go Board
  2B64    |   Arc De Triomphe
  2B65    |   Plate Armor
  2B66    |   Tower Of Pisa
  2B67    |   Compass
  2B68    |   Box Of Chocolates
  2B69    |   Backpack
  2B6A    |   Mountain Bike
  2B6B    |   Propane Stove
  2B6C    |   Kayak
  2B6D    |   Lantern
  2B6E    |   Sleeping Bag
  2B6F    |   Campfire
  2B70    |   Bonfire
  2B71    |   TV With VCR
  2B72    |   Wide-Screen TV
  2B73    |   Retro TV
  2B74    |   Kitchen Sink
  2B75    |   Kitchen Corner
  2B76    |   Deluxe Range
  2B77    |   Range
  2B78    |   Stove
  2B79    |   Sink
  2B7A    |   Tea Set
  2B7B    |   Shaved-Ice Maker
  2B7C    |   Refrigerator
  2B7D    |   Retro Fridge
  2B7E    |   Microwave
  2B7F    |   Toaster
  2B80    |   Mixer
  2B81    |   Clothesline Pole
  2B82    |   Doghouse
  2B83    |   Beach Chair
  2B84    |   Wave Breaker
  2B85    |   Surfboard
  2B86    |   Diver Dan
  2B87    |   Beach Table
  2B88    |   Treasure Chest
  2B89    |   Life Ring
  2B8A    |   Snowboard
  2B8B    |   Sleigh
  2B8C    |   Snowman
  2B8D    |   Sunflower
  2B8E    |   Daffodil
  2B8F    |   Gerbera
  2B90    |   Toilet
  2B91    |   Super Toilet
  2B92    |   Men's Toilet
  2B93    |   Game Shelf
  2B94    |   Safe
  2B95    |   Deluxe Washer
  2B96    |   Automatic Washer
  2B97    |   Washer/dryer
  2B98    |   Potbelly Stove
  2B99    |   Space Heater
  2B9A    |   Fireplace
  2B9B    |   Radiator
  2B9C    |   Phonograph
  2B9D    |   Turntable
  2B9E    |   Reel-To-Reel
  2B9F    |   Retro Stereo
  2BA0    |   Gold Stereo
  2BA1    |   Hi-Fi Stereo
  2BA2    |   High-End Stereo
  2BA3    |   Dice Stereo
  2BA4    |   Tape Deck
  2BA5    |   CD Player
  2BA6    |   Cassette Player
  2BA7    |   Round Clock
  2BA8    |   Kitschy Clock
  2BA9    |   Antique Clock
  2BAA    |   Cube Clock
  2BAB    |   Odd Clock
  2BAC    |   Oval Clock
  2BAD    |   Owl Clock
  2BAE    |   Alarm Clock
  2BAF    |   Common Chair
  2BB0    |   Rocking Chair
  2BB1    |   Lefty Desk
  2BB2    |   Righty Desk
  2BB3    |   Gas Pump
  2BB4    |   Extinguisher
  2BB5    |   Fire Hydrant
  2BB6    |   Raccoon Figurine
  2BB7    |   Barber's Pole
  2BB8    |   Candy Machine
  2BB9    |   Scarecrow
  2BBA    |   Birdcage
  2BBB    |   Phone Box
  2BBC    |   Outdoor Bath
  2BBD    |   Wheat Field
  2BBE    |   Computer
  2BBF    |   Pineapple Bed
  2BC0    |   Glass-Top Table
  2BC1    |   Kotatsu
  2BC2    |   Cream Sofa
  2BC3    |   Storage Case
  2BC4    |   Clothes Closet
  2BC5    |   Claw-Foot Tub
  2BC6    |   Shower
  2BC7    |   Massage Chair
  2BC8    |   Vacuum Cleaner
  2BC9    |   Bottled Ship
  2BCA    |   Water Bird
  2BCB    |   Executive Toy
  2BCC    |   Telescope
  2BCD    |   Mochi Pestle
  2BCE    |   Old Sewing Machine
  2BCF    |   Cardboard Box
  2BD0    |   Wooden Box
  2BD1    |   Fan
  2BD2    |   Candle
  2BD3    |   Mini Lamp
  2BD4    |   Desk Light
  2BD5    |   Table Lamp
  2BD6    |   Throne
  2BD7    |   Common Bed
  2BD8    |   Block
  2BD9    |   Coin
  2BDA    |   Goal Pole
  2BDB    |   Fire Flower
  2BDC    |   Super Mushroom
  2BDD    |   Green Shell
  2BDE    |   Super Star
  2BDF    |   1-Up Mushroom
  2BE0    |   ? Block
  2BE1    |   Pipe
  2BE2    |   Fire Bar
  2BE3    |   Bill Blaster
  2BE4    |   Yoshi's Egg
  2BE5    |   Triple Bananas
  2BE6    |   Triple Red Shells
  2BE7    |   Kart
  2BE8    |   Pikmin
  2BE9    |   Blue Falcon
  2BEA    |   Master Sword
  2BEB    |   Arwing
  2BEC    |   Triforce
  2BED    |   Metroid
  2BEE    |   S.S. Dolphin
  2BEF    |   Jack-In-The-Box
  2BF0    |   Kadomatsu
  2BF1    |   Kagamimochi
  2BF2    |   Hinaningyo
  2BF3    |   Big Festive Tree
  2BF4    |   Festive Tree
  2BF5    |   Festive Flag
  2BF6    |   Festive Candle
  2BF7    |   Lovely Phone
  2BF8    |   Box Of Tissues
  2BF9    |   Piggy Bank
  2BFA    |   Bellpoint
  2BFB    |   Aluminum Briefcase
  2BFC    |   Rice Cake
  2BFD    |   Dango
  2BFE    |   Bamboo Grass
  2BFF    |   Resetti Model
  2C00    |   Cool Globe
  2C01    |   Picnic Basket
  2C02    |   Sailboat Model
  2C03    |   Wheat Bundle
  2C04    |   Espresso Maker
  2C05    |   Stuffed Stocking
  2C06    |   Snow Globe
  2C07    |   Veggie Basket
  2C08    |   Yut Board
  2C09    |   Hibiscus
  2C0A    |   Bureom
  2C0B    |   Festive Wreath
  2C0C    |   Brown Pot
  2C0D    |   White Pot
  2C0E    |   Tapestry
  2C0F    |   Top
  2C10    |   Tokonoma
  2C11    |   Carp Banner
  2C12    |   Eggplant Cow
  2C13    |   Morning Glory
  2C14    |   Pile Of Leaves
  2C15    |   Sand Castle
  2C16    |   Shopping Cart
  2C17    |   Hagoita
  2C18    |   Blossom Lantern
  2C19    |   Cucumber Horse
  2C1A    |   Fedora Chair
  2C1B    |   Tteok Plate
  2C1C    |   Kimbap Plate
  2C1D    |   Shaved-Ice Lamp
  2C1E    |   Flower Bouquet
  2C1F    |   Cupid Bench
  2C20    |   Display Stand
  2C21    |   Glass Display Case
  2C22    |   Flat Display Case
  2C23    |   Tall Display Case
  2C24    |   Museum Chair
  2C25    |   Arrow Sign
  2C26    |   Fancy Frame
  2C27    |   Thermohygrometer
  2C28    |   Reception Table
  2C29    |   Poster Stand
  2C2A    |   Exhibit Partition
  2C2B    |   Jellyfish Lamp
  2C2C    |   Air Conditioner
  2C2D    |   Pendulum Clock
  2C2E    |   LED Display
  2C2F    |   Gold Fish Trophy
  2C30    |   Silver Fish Trophy
  2C31    |   Bronze Fish Trophy
  2C32    |   Gold Bug Trophy
  2C33    |   Silver Bug Trophy
  2C34    |   Bronze Bug Trophy
  2C35    |   Museum Model
  2C36    |   Letter Set
  2C37    |   New Year's Noodles
  2C38    |   Bell Knickknack
  2C39    |   Pipe Stool
  2C3A    |   Cornucopia
  2C3B    |   Pumpkin Pie
  2C3C    |   Turkey
  2C3D    |   Afternoon-Tea Set
  2C3E    |   Large Bookshelf
  2C3F    |   Stepladder
  2C40    |   Microscope
  2C41    |   Moth Orchid
  2C42    |   Tricycle
  2C43    |   Shower Stall
  2C44    |   Mic Stand
  2C45    |   Tatami Bed
  2C46    |   Harpsichord
  2C47    |   Director's Chair
  2C48    |   Theremin
  2C49    |   Bunk Bed
  2C4A    |   Lovely Doll
  2C4B    |   Volleyball Net
  2C4C    |   Pink Velvet Stool
  2C4D    |   Yule Log
  2C4E    |   Fancy Doll
  2C4F    |   Fruit Basket
  2C50    |   Poinsettia
  2C51    |   Hot Plate
  2C52    |   Snow Bunny
  2C53    |   Vintage Telephone
  2C54    |   Record Player
  2C55    |   Spinning Wheel
  2C56    |   Pop-Up Book
  2C57    |   Drip Pail
  2C58    |   Oil Lamp
  2C59    |   Electric Kettle
  2C5A    |   Wedding Cake
  2C5B    |   Candy Jar
  2C5C    |   Holiday Candle
  2C5D    |   Fish Grill
  2C5E    |   Lily Lamp
  2C5F    |   Standing Spotlight
  2C60    |   Small Spotlight
  2C61    |   Stained-Glass Lamp
  2C62    |   Campfire Cookware
  2C63    |   Small Igloo
  2C64    |   Colorful Wheel
  2C65    |   Vintage Camera
  2C66    |   Small LED Display
  2C67    |   HHA Pennant
  2C68    |   Silver HHA Plaque
  2C69    |   Gold HHA Plaque
  2C6A    |   Silver HHA Trophy
  2C6B    |   Gold HHA Trophy
  2C6C    |   Gold House Model
  2C6D    |   Cat Tower
  2C6E    |   Dishwasher
  2C6F    |   Wooden Stool
  2C70    |   CD Shelf
  2C71    |   Metal Guitar
  2C72    |   Large Magazine Rack
  2C73    |   Trunk
  2C74    |   Milk Can
  2C75    |   Coat Hanger
  2C76    |   Lotus Lamp
  2C77    |   Sewing Machine
  2C78    |   Dollhouse
  2C79    |   Slushie Machine
  2C7A    |   Computer Desk
  2C7B    |   Potty
  2C7C    |   Kettle
  2C7D    |   Homework Set
  2C7E    |   Salad Bar
  2C7F    |   Rope Partition
  2C80    |   Washing Machine
  2C81    |   Aroma Pot
  2C82    |   Game-Show Stand
  2C83    |   Soda Case
  2C84    |   Donut Stool
  2C85    |   Steamed-Bun Case
  2C86    |   Clay Furnace
  2C87    |   Flat-Screen TV
  2C88    |   Bingo Wheel
  2C89    |   Editor's Chair
  2C8A    |   Painting Set
  2C8B    |   Editor's Desk
  2C8C    |   Revolving Spice Rack
  2C8D    |   Bathroom Sink
  2C8E    |   Incense Burner
  2C8F    |   Small Magazine Rack
  2C90    |   Rice Cooker
  2C91    |   Star Projector
  2C92    |   Conveyor-Belt Sushi
  2C93    |   Star Globe
  2C94    |   Whiteboard
  2C95    |   Peacock Chair
  2C96    |   Whirlpool Bath
  2C97    |   Kitchen Island
  2C98    |   Cushion
  2C99    |   Sanshin
  2C9A    |   Effects Rack
  2C9B    |   Humidifier
  2C9C    |   Time Clock
  2C9D    |   Crane Game
  2C9E    |   Music Stand
  2C9F    |   Ironing Set
  2CA0    |   Rolling Suitcase
  2CA1    |   Planter
  2CA2    |   Dentist's Chair
  2CA3    |   Amp
  2CA4    |   Loom
  2CA5    |   Lazy-Susan Table
  2CA6    |   Pickle Jar
  2CA7    |   TV Camera
  2CA8    |   Buffet Server
  2CA9    |   Freezer
  2CAA    |   Ceramic Hot Pot
  2CAB    |   Stewpot
  2CAC    |   Laptop
  2CAD    |   Server
  2CAE    |   Copy Machine
  2CAF    |   Drum Set
  2CB0    |   Soda Fountain
  2CB1    |   Water Cooler
  2CB2    |   Upright Vacuum
  2CB3    |   Makeup Case
  2CB4    |   Double-Neck Guitar
  2CB5    |   Virtual Boy
  2CB6    |   Popcorn Machine
  2CB7    |   DJ's Turntable
  2CB8    |   Flashy-Flower Sign
  2CB9    |   Soft-Serve Lamp
  2CBA    |   Home-Computer Rack
  2CBB    |   Pipe Organ
  2CBC    |   Karaoke System
  2CBD    |   Simple Kettle
  2CBE    |   Digital-Photo Frame
  2CBF    |   Pot Rack
  2CC0    |   Wall Flowerpot
  2CC1    |   Display Shelf
  2CC2    |   Stained Glass
  2CC3    |   School Speaker
  2CC4    |   Blue Certificate
  2CC5    |   Hospital TV
  2CC6    |   Cuckoo Clock
  2CC7    |   Wall Fan
  2CC8    |   Mobile
  2CC9    |   Breaker
  2CCA    |   Yellow Certificate
  2CCB    |   Ventilation Fan
  2CCC    |   Life Preserver
  2CCD    |   Festival Lantern
  2CCE    |   Surveillance Camera
  2CCF    |   Exit Sign
  2CD0    |   Wall-Mounted Speaker
  2CD1    |   Sconce
  2CD2    |   Bathroom Stall
  2CD3    |   Portable Toilet
  2CD4    |   Elder Mask
  2CD5    |   Ogre Mask
  2CD6    |   Female Mask
  2CD7    |   Spiderweb Clock
  2CD8    |   Caterpillar Sofa
  2CD9    |   Beetle Chair
  2CDA    |   Stag-Beetle Chair
  2CDB    |   Honeybee Chest
  2CDC    |   Firefly Lamp
  2CDD    |   Mini Butterfly Table
  2CDE    |   Ladybug Chair
  2CDF    |   Snail Clock
  2CE0    |   Cicada Stereo
  2CE1    |   Sea-Anemone Bed
  2CE2    |   Squid Chair
  2CE3    |   Crab Clock
  2CE4    |   Football-Fish Lamp
  2CE5    |   Octopus Chair
  2CE6    |   Red-Snapper Chair
  2CE7    |   Puffer-Fish TV
  2CE8    |   Dab Table
  2CE9    |   Flounder Table
  2CEA    |   Raccoon Wall Clock
  2CEB    |   Tall Mini Cactus
  2CEC    |   Mini Cactus
  2CED    |   Round Mini Cactus
  2CEE    |   Exercise Bike
  2CEF    |   Butterfly Machine
  2CF0    |   Lat Pulldown Machine
  2CF1    |   Treadmill
  2CF2    |   Bread Box
  2CF3    |   Chaise Lounge
  2CF4    |   Chocolate Fountain
  2CF5    |   Box Sofa
  2CF6    |   Box Corner Sofa
  2CF7    |   Lunch Tray
  2CF8    |   Hourglass
  2CF9    |   Boxed Figurine
  2CFA    |   Miniature Car
  2CFB    |   Mini Circuit
  2CFC    |   Capsule-Toy Machine
  2CFD    |   Bilboquet
  2CFE    |   Foosball Table
  2CFF    |   Slide Puzzle
  2D00    |   Egg Basket
  2D01    |   Partition Screen
  2D02    |   Typewriter
  2D03    |   Sleek Sideboard
  2D04    |   Sleek Stereo
  2D05    |   Sleek Bed
  2D06    |   Sleek Sofa
  2D07    |   Sleek Chair
  2D08    |   Sleek Dresser
  2D09    |   Sleek Closet
  2D0A    |   Sleek Clock
  2D0B    |   Sleek Lamp
  2D0C    |   Sleek Table
  2D0D    |   Sleek Side Table
  2D0E    |   Modern Wood Bed
  2D0F    |   Modern Wood Sofa
  2D10    |   Modern Wood Chair
  2D11    |   Modern Wood Chest
  2D12    |   Modern Wood Closet
  2D13    |   Modern Wood Clock
  2D14    |   Modern Wood Lamp
  2D15    |   Modern Wood Stool
  2D16    |   Modern Wood Table
  2D17    |   Modern Wood Shelf
  2D18    |   Modern Wood TV
  2D19    |   Mermaid Bed
  2D1A    |   Mermaid Sofa
  2D1B    |   Mermaid Chair
  2D1C    |   Mermaid Dresser
  2D1D    |   Mermaid Closet
  2D1E    |   Mermaid Clock
  2D1F    |   Mermaid Vanity
  2D20    |   Mermaid Lamp
  2D21    |   Mermaid Screen
  2D22    |   Mermaid Shelf
  2D23    |   Mermaid Table
  2D24    |   Ice Dresser
  2D25    |   Ice Closet
  2D26    |   Ice Table
  2D27    |   Ice Chair
  2D28    |   Ice Side Table
  2D29    |   Ice Lamp
  2D2A    |   Ice Shelf
  2D2B    |   Ice Sofa
  2D2C    |   Ice Bed
  2D2D    |   Ice Clock
  2D2E    |   Ice Vanity
  2D2F    |   Rococo Candlestick
  2D30    |   Rococo Bed
  2D31    |   Rococo Shelf
  2D32    |   Rococo Sofa
  2D33    |   Rococo Chair
  2D34    |   Rococo Dresser
  2D35    |   Rococo Wardrobe
  2D36    |   Rococo Clock
  2D37    |   Rococo Vanity
  2D38    |   Rococo Lamp
  2D39    |   Rococo Table
  2D3A    |   Alpine Bed
  2D3B    |   Alpine Sofa
  2D3C    |   Alpine Chair
  2D3D    |   Alpine Dresser
  2D3E    |   Alpine Closet
  2D3F    |   Alpine Lamp
  2D40    |   Alpine Panel
  2D41    |   Alpine Shelf
  2D42    |   Large Alpine Table
  2D43    |   Alpine Low Table
  2D44    |   Alpine Kitchen Cart
  2D45    |   Astro CD Player
  2D46    |   Astro Bed
  2D47    |   Astro Sofa
  2D48    |   Astro Chair
  2D49    |   Astro Dresser
  2D4A    |   Astro Closet
  2D4B    |   Astro Clock
  2D4C    |   Astro Table
  2D4D    |   Astro TV
  2D4E    |   Astro Shelf
  2D4F    |   Astro Lamp
  2D50    |   Card Tower
  2D51    |   Card Bed
  2D52    |   Card Sofa
  2D53    |   Card Chair
  2D54    |   Card Dresser
  2D55    |   Card Closet
  2D56    |   Card Wall Clock
  2D57    |   Card Lamp
  2D58    |   Card Screen
  2D59    |   Card Shelf
  2D5A    |   Card Table
  2D5B    |   Stripe Dresser
  2D5C    |   Stripe Lamp
  2D5D    |   Stripe Closet
  2D5E    |   Stripe TV
  2D5F    |   Stripe Table
  2D60    |   Stripe Sofa
  2D61    |   Stripe Shelf
  2D62    |   Stripe Clock
  2D63    |   Stripe Bed
  2D64    |   Stripe Bathroom Sink
  2D65    |   Stripe Chair
  2D66    |   Sloppy Bed
  2D67    |   Sloppy Sofa
  2D68    |   Sloppy Clock
  2D69    |   Sloppy Chair
  2D6A    |   Sloppy Table
  2D6B    |   Sloppy Closet
  2D6C    |   Sloppy Sink
  2D6D    |   Sloppy Lamp
  2D6E    |   Sloppy Stereo
  2D6F    |   Sloppy TV
  2D70    |   Sloppy Dresser
  2D71    |   Beacon Fire
  2D72    |   Circle Banner
  2D73    |   General's Fan
  2D74    |   Hedge Standee
  2D75    |   Grass Standee
  2D76    |   Mountain Standee
  2D77    |   Tree Standee
  2D78    |   Cacao Tree
  2D79    |   Drinking Fountain
  2D7A    |   Potted Ivy
  2D7B    |   Genie's Lamp
  2D7C    |   Boomerang
  2D7D    |   Neon Sign
  2D7E    |   Rooster Of Barcelos
  2D7F    |   Dala Horse
  2D80    |   Dream Catcher
  2D81    |   Skeleton Figurine
  2D82    |   Post-Office Poster
  2D83    |   Shamrock Clock
  2D84    |   Red-Tasseled Lantern
  2D85    |   Hula Doll
  2D86    |   Moai Statue
  2D87    |   Tribal Mask
  2D88    |   Merlion
  2D89    |   Pagoda
  2D8A    |   Mermaid Statue
  2D8B    |   Mouth Of Truth
  2D8C    |   Manneken Pis
  2D8D    |   Matryoshka
  2D8E    |   Samgyetang
  2D8F    |   Eiffel Tower
  2D90    |   Jolly Roger
  2D91    |   Vintage Telescope
  2D92    |   Pirate's Armor
  2D93    |   Marshmallow Chair
  2D94    |   Cardboard Table
  2D95    |   Cardboard Chair
  2D96    |   Cardboard Sofa
  2D97    |   Cardboard Closet
  2D98    |   Cardboard Bed
  2D99    |   Zodiac Rat
  2D9A    |   Zodiac Ox
  2D9B    |   Zodiac Tiger
  2D9C    |   Zodiac Rabbit
  2D9D    |   Zodiac Dragon
  2D9E    |   Zodiac Snake
  2D9F    |   Zodiac Horse
  2DA0    |   Zodiac Goat
  2DA1    |   Zodiac Monkey
  2DA2    |   Zodiac Rooster
  2DA3    |   Zodiac Dog
  2DA4    |   Zodiac Boar
  2DA5    |   Wall-Mounted Monitor
  2DA6    |   Hologram Machine
  2DA7    |   Space Captain's Seat
  2DA8    |   Crew Member's Seat
  2DA9    |   Space Console
  2DAA    |   Large Space Console
  2DAB    |   Small Space Console
  2DAC    |   Captain's Monitor
  2DAD    |   Crew's Monitor
  2DAE    |   Spherical Radar
  2DAF    |   Chocolate Cake
  2DB0    |   Cream And Sugar
  2DB1    |   Coffee Cup
  2DB2    |   Dessert Case
  2DB3    |   Coffee Grinder
  2DB4    |   Birthday Table
  2DB5    |   Birthday Candles
  2DB6    |   Birthday Sign
  2DB7    |   Birthday Cake
  2DB8    |   Lift Chair
  2DB9    |   Snowman Matryoshka
  2DBA    |   Ten Billion Barrel
  2DBB    |   Curling Stone
  2DBC    |   Pepper Mill
  2DBD    |   Sketchbook
  2DBE    |   Toy Camera
  2DBF    |   Kinderdijk Windmill
  2DC0    |   Tuk-Tuk
  2DC1    |   World Map
  2DC2    |   Bobsled
  2DC3    |   Slalom Gate
  2DC4    |   Camp Stove
  2DC5    |   Ski Rack
  2DC6    |   Sitar
  2DC7    |   Ayers Rock
  2DC8    |   Smoker
  2DC9    |   Gaudí's Lizard
  2DCA    |   Songpyeon
  2DCB    |   Bagpipes
  2DCC    |   Big Ben
  2DCD    |   Snow Machine
  2DCE    |   Twelve-Grape Plate
  2DCF    |   Sea Globe
  2DD0    |   Nutcracker
  2DD1    |   Wii Balance Board
  2DD2    |   Holiday Stocking
  2DD3    |   Berliner
  2DD4    |   Snowmobile
  2DD5    |   Love Tester
  2DD6    |   Statue Of Liberty
  2DD7    |   Patchwork Chair
  2DD8    |   Patchwork Dresser
  2DD9    |   Patchwork Lamp
  2DDA    |   Patchwork Table
  2DDB    |   Patchwork Sofa
  2DDC    |   General's Stool
  2DDD    |   Shogi Piece
  2DDE    |   Board Game Piece
  2DDF    |   Balloon TV
  2DE0    |   Balloon Sofa
  2DE1    |   Balloon Clock
  2DE2    |   Balloon Lamp
  2DE3    |   Balloon Table
  2DE4    |   Balloon Bed
  2DE5    |   Balloon Chair
  2DE6    |   Balloon Dresser
  2DE7    |   Balloon-Poodle Lamp
  2DE8    |   Balloon Closet
  2DE9    |   Balloon Vanity
  2DEA    |   Lily Record Player
  2DEB    |   Rose Sofa
  2DEC    |   Sunflower Stereo
  2DED    |   Tulip Dresser
  2DEE    |   Violet Screen
  2DEF    |   Hydrangea Bed
  2DF0    |   Azalea Stool
  2DF1    |   Pansy Table
  2DF2    |   Cosmos Fan
  2DF3    |   Hibiscus Clock
  2DF4    |   Ultra Hand
  2DF5    |   Ultra Scope
  2DF6    |   Ultra Machine
  2DF7    |   Giraffe Ruler
  2DF8    |   Vintage Radio
  2DF9    |   Zero Lamp
  2DFA    |   One Lamp
  2DFB    |   Two Lamp
  2DFC    |   Three Lamp
  2DFD    |   Four Lamp
  2DFE    |   Five Lamp
  2DFF    |   Six Lamp
  2E00    |   Seven Lamp
  2E01    |   Eight Lamp
  2E02    |   Nine Lamp
  2E03    |   Aries Rocking Chair
  2E04    |   Taurus Bathtub
  2E05    |   Gemini Closet
  2E06    |   Cancer Table
  2E07    |   Leo Sculpture
  2E08    |   Virgo Harp
  2E09    |   Libra Scale
  2E0A    |   Scorpio Lamp
  2E0B    |   Sagittarius Arrow
  2E0C    |   Capricorn Ornament
  2E0D    |   Aquarius Urn
  2E0E    |   Pisces Lamp
  2E0F    |   Sunrise Lamp
  2E10    |   Aurora Screen
  2E11    |   Sprout Table
  2E12    |   Cherry-Blossom Clock
  2E13    |   Leaf Bed
  2E14    |   Rainbow Screen
  2E15    |   Palm-Tree Lamp
  2E16    |   Fireworks Table
  2E17    |   Full-Moon Vanity
  2E18    |   Rice-Plant Bed
  2E19    |   Autumn-Leaf Chair
  2E1A    |   Tree-Stump Chair
  2E1B    |   Corkboard
  2E1C    |   Kitchen Scale
  2E1D    |   Sushi Platter
  2E1E    |   Kokeshi Doll
  2E1F    |   24-hour-Shop Model
  2E20    |   In-Store Bellpoint
  2E21    |   Soft-Drink Display
  2E22    |   Sandwich Display
  2E23    |   24-hour-Shop Sign
  2E24    |   24-hour-Shop Counter
  2E25    |   Barbecue Bed
  2E26    |   Notebook Wardrobe
  2E27    |   Eraser Sofa
  2E28    |   Notebook Bed
  2E29    |   Pencil Screen
  2E2A    |   Sticker Tape Liner
